Wavelength (nm),n,k
247.96837486619938,0.8486323863848237,1.1920018356383066
252.89126769565956,0.8249323103196533,1.2193421064389964
257.9118942535576,0.7969860881617885,1.284423258604212
263.03219483841406,0.8000888003567299,1.3954568998521193
268.2541482693139,0.8753574735209116,1.5246378864405203
273.57977265065085,1.0320030681737353,1.6141639934616858
279.01112615205574,1.235127124138633,1.6125184693306172
284.5503078038075,1.4245299195905334,1.5017314797660475
290.19945830803573,1.5424041353888776,1.3027812220026507
295.96076086602807,1.5549393860382923,1.0631313050422124
301.83644202196217,1.4594471732490506,0.8358061139514769
307.82877252338784,1.2766811117140728,0.6620255515621303
313.9400681987924,1.0361162178544339,0.566205094359699
320.1726908525884,0.7678297835731163,0.5654860129970449
326.5290491778694,0.522130779885329,0.6742117463129075
333.0115996872863,0.3637792503368729,0.8473492903723349
339.62284766240487,0.27960011444962296,1.014168884688666
346.36534812190996,0.23178344430545014,1.1589402863994676
353.24170680903234,0.20171884209996782,1.2860471141661676
360.2545811985781,0.18151090238777368,1.400534766727337
367.40668152395057,0.16741404592764325,1.5058943636317073
374.70077182456237,0.15739070105018407,1.6044617203492437
382.1396710140402,0.15020766026293275,1.6978582540530325
389.72625396963826,0.14506319707152732,1.787260325881714
397.4634526432785,0.14141134565238317,1.873554089076065
405.3542571946487,0.13886868829673696,1.9574272293803443
413.40171714679553,0.1371602152638126,2.0394260755928926
421.6089425646602,0.13608572291975782,2.1199929116089855
429.97910525701064,0.1354979148076897,2.199491404106385
438.51544000223606,0.13528759833573004,2.278224563758765
447.22124579847684,0.13537339864898265,2.3564478206626185
456.0998871385732,0.13569446160299375,2.434378784764526
465.15479531032537,0.13620519591318495,2.5122046837038283
474.38946972256764,0.13687143983982278,2.5900881270461493
483.8074792575689,0.13766764132693374,2.6681716351181297
493.4124636502819,0.1385747691960352,2.746581237220626
503.2081348949755,0.1395787572470688,2.82542935694564
513.1982786797915,0.14066933993932024,2.9048171438520165
523.3867558497825,0.14183917758819273,2.984836370375414
533.7775038989951,0.14308319667477393,3.0655709842292747
544.374538492174,0.14439809064716358,3.147098385789348
555.1819550166797,0.14578194090166433,3.2294904845763366
566.2039301652123,0.14723392807038704,3.312814577362026
577.4447235499593,0.14875411140431813,3.397134081563808
588.9086793487888,0.15034325969154197,3.4825091507384247
600.6002279841233,0.15200272133162757,3.5689971936344413
612.5238878351448,0.15373432428939005,3.656653314053652
624.6842669839929,0.1555402989578019,3.7455306854411843
637.0860649966282,0.1574232186780844,3.835680871476247
649.7340747390527,0.1593859539473918,3.927154101822152
662.6331842295864,0.1614316373034308,4.01999951050172
675.7883785279171,0.1635636365939581,4.114265343004422
689.2047416616542,0.16578553487891992,4.209999137136306
702.8874585911288,0.16810111561963617,4.307247881738909
716.8418172132025,0.17051435211675278,4.406058156686473
731.0732104048554,0.17302940039178547,4.506476256988687
745.5871381073473,0.1756505948846288,4.608548303351781
760.3892094517552,0.17838244647527446,4.712320341163333
775.4851449267074,0.18122964244249676,4.817838429548557
790.8807785891553,0.1841970480531211,4.925148721884768
806.582060319034,0.18728970953842422,5.034297538945308
822.5950581186862,0.19051285826353526,5.145331435666021
838.9259604579336,0.19387191593461522,5.258297262379272
855.5810786657082,0.19737250071952273,5.373242221237201
872.5668493691614,0.20102043418244345,5.490213918442547
889.8898369811981,0.20482174895294736,5.60926041281892
907.5567362373957,0.2087826970662025,5.730430261179203
925.5743747832873,0.21290975892439462,5.853772560889095
943.9497158130106,0.21720965284041704,5.9793369899704505
962.6898607603422,0.22168934513405716,6.107173845044245
981.802052043155,0.22635606075859407,6.237334077374943
1001.2936758623637,0.23121729444221267,6.369869327245211
1021.1722650564348,0.2362808223341712,6.5048319568616435
1041.4455020125688,0.2415547141503872,6.642275081967805
1062.1212216356762,0.24704734581720214,6.782252602319651
1083.207414376299,0.2527674126156284,6.924819231159954
1104.712229318642,0.25872394283149436,7.070030523812232
1126.643977329912,0.26492631191963695,7.217942905500485
1149.0111342721818,0.2713842571927214,7.368613698488613
1171.8223442780165,0.27810789304743316,7.52210114862232
1195.0864230911318,0.28510772674274215,7.678464451346543
1218.8123614733754,0.2923946747467041,7.837763777262755
1243.0093286793435,0.2999800796698828,8.000060297282548
1267.6866759999825,0.30787572780495215,8.165416207427084
1292.853940376538,0.31609386729342487,8.333894753315455
1318.5208480862539,0.3246472269417254,8.505560254379382
1344.6973185012407,0.3335490357100361,8.680478127836313
1371.3934679219724,0.342813042898486,8.858714912448272
1398.6196134868835,0.3524535390563292,9.040338292089286
1426.3862771595882,0.3624853776408075,9.225417119140058
1454.704189795255,0.3729239974533849,9.414021437724823
1483.5842952877106,0.38378544588200497,9.606222506801572
1513.0377547988776,0.3950864029789675,9.802092823113414
1543.0759510721766,0.40684420640491975,10.001706144005658
1573.7104928315623,0.4190768772703605,10.205137510109953
1604.953219267895,0.4318031469069168,10.412463267893802
1636.816204614378,0.44504248460149703,10.623761092070932
1669.3117628128302,0.4588151263272749,10.839110007864896
1702.4524522726012,0.47314210450625066,11.058590413115608
1736.2510807239585,0.48804527883893634,11.282284100215596
1770.7207101678362,0.5035473682374892,11.51027427785998
1805.8746619238427,0.5196719838993523,11.742645592591188
1841.726521778494,0.536443663559193,11.979484150116907
1878.290145235647,0.5538879069576109,12.220877536376353
1915.5796628711746,0.5720312125657571,12.466914838327597
1953.6094857939427,0.590901115605604,12.71768666442504
1992.3943112152074,0.6105262274062053,12.973285164753642
2031.949128128578,0.630936276136779,13.233804050782858
2072.289223102743,0.6521621489579431,13.499338614700283
2113.430186189204,0.6742359356328136,13.769985748281467
2155.387916947287,0.6971909736400108,14.045843961248947
2198.1786305887754,0.7210618948308811,14.327013399069983
2241.8188642445275,0.7458846736733742,14.613595860138584
2286.3254833555043,0.7716966771250943,14.905694812283766
2331.7156881906812,0.7985367161779735,15.203415408541764
2378.0070204943568,0.8264450991168394,15.506864502125856
2425.2173702654286,0.8554636865338177,15.816150660523101
2473.364982671261,0.8856359481400476,16.131384178642804
2522.468465098809,0.9170070214155335,16.452677090936728
2572.546794345734,0.9496237721371371,16.780143182406537
2623.6193239542727,0.983534856823665,17.11389799840848
2675.7057916907197,1.0187907871357849,17.454058853160543
2728.8263271733867,1.055443996266968,17.800744836851592
2783.001459652004,1.0935489073599352,18.15407682124657
2838.2521259415685,1.1331620039810184,18.514177463676056
2894.599678513694,1.174341902682499,18.881171209292383
2952.0658937486073,1.2171494276803185,19.255184291468566
3010.6729803509634,1.2616476876714637,19.636344730209675
3070.4435879327425,1.3079021548119492,20.024782328440004
3131.4008157665426,1.355980745872405,20.420628666022587
3193.5682217126464,1.4059539055840151,20.824017091360595
3256.9698313233243,1.4578946921827287,21.235082710423463
3321.6301471278744,1.5118788651543784,21.653962373032982
3387.5741581020065,1.567984975177465,22.08079465623769
3454.827349325215,1.626294456253929,22.51571984459612
3523.4157118298813,1.6868917200111404,22.958879907182254
3593.365752645908,1.7498642521506007,23.410418471118618
3664.704505044771,1.8153027110103754,23.870480791435167
3737.4595389869405,1.8833010281990963,24.339213717044093
3811.6589717767233,1.9539565112493538,24.81676565261338
3887.331478928622,2.0273699482274394,25.30328651611415
3964.506305249431,2.103645714224728,25.798927691809386
4043.2132761403477,2.182891879643273,26.303841978444535
4123.482809123453,2.2652203201746,26.818183532392958
4205.345925597032,2.350746828356031,27.342107805502838
4288.834262824276,2.4395912265731394,27.875771477385275
4373.980086159987,2.53187748136014,28.419332381877414
4460.816301520019,2.627733818832019,28.972949427408764
4549.376468098281,2.7272928410630755,29.536782510993934
4639.694811336207,2.830691643206119,30.11099242557051
4731.806236149693,2.9380719311249264,30.695740760397406
4825.7463404186565,3.0495801392896014,31.29118979422633
4921.551428744371,3.1653675486602277,31.897502380957317
5019.258526479953,3.2855904042585253,32.51484182748883
5118.905394039364,3.410410032100348,33.14337176347384
5220.530541490521,3.5399929551334615,33.78325600269546
5324.173243438094,3.674511007795412,34.43465839577984
5429.873554201785,3.8141414487752736,35.097742673969314
5537.672323295944,3.9590670715307623,35.77267228368727
5647.611211216484,4.1094763120786855,36.459610211635045
5759.732705541228,4.265563353541875,37.158718800174555
5874.0801373498825,4.4275282268999625,37.870159552764214
5990.697697970012,4.595576907354422,38.59409292923436
6109.630456055446,4.7699214056805905,39.33067813070825
6230.924375003762,4.950779853900843,40.08007287399961
6354.62633071955,5.138376584574074,40.84243315534469
6480.784129730321,5.332942202957151,41.6179130033585
6609.446527662089,5.534713651254561,42.40666422114026
6740.663248081718,5.743934264133015,43.20883611749281
6874.485001713374,5.960853814638842,44.02457522726468
7010.9635060364635,6.18572854961801,44.85402502087307
7150.1515052726445,6.418821213701506,45.69732560311891
7292.102790769651,6.660401060883703,46.55461340146542
7436.872221789781,6.910743852687986,47.426020844014644
7584.515746711113,7.170131841883527,48.311676027487444
7735.090424649616,7.438853740689427,49.211702375586924
7888.654447510517,7.717204672379142,50.12621828820681
8045.267162477467,8.0054861051787,51.05533678203283
8204.989094948178,8.304005767338243,51.99916512317771
8367.881971925392,8.613077542248277,52.95780445258777
8534.008745872225,8.933021342470337,53.93134940506298
8703.433619041127,9.264162961557778,54.919887722840635
8876.22206828583,9.60683390255639,55.92349986480526
9052.440870365885,9.961371182097755,56.94225861250622
9232.158127753575,10.328117109031467,57.97622867428457
9415.443294953158,10.707419036586256,59.025466288936265
9602.367205342634,11.099629087105525,60.09001883046526
9793.002098548397,11.505103848471133,61.16992441560883
9987.42164836335,11.92420404141011,62.265211515946554
10185.700991219277,12.357294156974532,63.375898576532585
10387.916755224487,12.804742063594501,64.5019936431175
10594.147089777904,13.266918583228904,65.64349400014954
10804.471695771128,13.744197036279523,66.80038582186243
11018.971856390066,14.236952755090028,67.97264383886994
11237.730468528067,14.745562566024118,69.16023102278935
11460.832074822714,15.270404240305302,70.36309829151014
11688.362896328623,15.811855914004857,71.58118423780441
11920.410865838898,16.370295477784076,72.8144148840418
12157.065661868115,16.946099937230535,74.06270346582205
12398.41874330997,17.539644744875883,75.32595024736906
